example	label	target	dataset
<user> i do not get why it just white people that are forbidden at my high school arabs said it all the time with no complaints or anything which again i found weird because i thought the word was forbidden because white people enslaved black peoples	noHate	{'None'}	twitter
<user> no such thing as undocumented they are illegal aliens just like you are you committed immigration fraud tax fraud campaign finance fraud married your brother and broke up two families by having an affair with a white christian tic toc	noHate	{'None', 'Refugee'}	twitter
why do straight women be after me so hard man	noHate	{'None'}	twitter
dykes love that lil black sports bra khaki pants combo	noHate	{'None', 'Homosexual'}	twitter
told my little sister she need to leave me alone right this bitch gone say you need a boyfriend 😭 😂 she play too much	noHate	{'None', 'Women'}	twitter
my school talking abt how theyre a great place to be like they dont allow anti queer radical christians to spew hate on campus every semester	noHate	{'None'}	twitter
<user> take ya nigger ass to bed	noHate	{'None', 'African'}	twitter
<user> delete your account you are part of the problem spreading fake hatecrimes look at all the hate you spread and fueled towards white children	noHate	{'None'}	twitter
i will say this training is anti harassment and it is basically a take down of white men feeling privileged	noHate	{'None'}	twitter
<user> <user> cause i am black i sound like dumb and ghetto if that ain t the absolutely dumbest shit i have read today nope you sound dumb and ghetto cause you prob are white spanish it does not matter if you are dumb and ghetto skin do not matter lmao you though tho	noHate	{'None', 'Other', 'Caucasian'}	twitter
if you black and you keep screaming that ghetto you are what wrong with this country not white people	noHate	{'None'}	twitter
<user> they must ve planted a white person brain in her like in get out	noHate	{'None'}	twitter
<user> my family considered going to toronto in november for a week long vacation but as white christians do not feel safe in doing so we might get arrested for our own safety	noHate	{'None'}	twitter
<user> i am a hillbilly i loathe breitbart but i get it 🤣	noHate	{'None'}	twitter
<user> did i forget to tell you about the white boy	noHate	{'None'}	twitter
im kinda retarded	noHate	{'None', 'Disability', 'Other'}	twitter
<user> i have to confess too i fucking hate you	noHate	{'None'}	twitter
<user> ur not my fav i fucking hate you	noHate	{'None'}	twitter
<user> you can wait till the weekend when your cowboys get raped	noHate	{'None', 'Men'}	twitter
a little bit of nail varnish and lipstick does not queer masculinity if you are still calling women who disagree with you hags bitches sluts whores etc being a misogynist is very masculine of you	noHate	{'None', 'Homosexual', 'Women', 'Men'}	twitter
<user> police will not help you when violence happens under swedish model if you are raped or hurt they say that normal you should just leave sexwork so we can not go to the police for help she says choking back tears we have less money more violence and more health problems	noHate	{'None'}	twitter
forgive ne bit isnt the uk <percent> white like south africa is <percent> black shes a bit racist i think toward white ppl although shes attempting to appear impartial what chance have we got when ppl like her are disingenuous gmb <user>	noHate	{'None'}	twitter
<user> <user> <user> bts young forever white version and superm united version <user> <user>	noHate	{'None'}	twitter
<user> <user> <user> <user> <user> i did not even hear that like she reaching cause she wants to look like a woke white person and all the people who liked her reply are stupid 💀	noHate	{'None'}	twitter
<user> you can not say the n word just like i would not call a gay person a faggot weird point to make cause he still seems perfectly fine saying faggot not like anyone is advocating to let white people go arround calling random black people nigger kinda defeats itself	noHate	{'None'}	twitter
you a lame bitch when you quit letting them treat you like a dummy	noHate	{'None', 'Women'}	twitter
<user> <user> <user> it is dead on the money i will give you that but i do not like that at first glance it could appear to be patriotic they are entirely un american and their party name should reflect that what about the white trash party	noHate	{'None', 'Caucasian', 'Economic'}	twitter
mayweather wins gab calls him a nigger mayweather loses gab calls him a nigger	noHate	{'None'}	gab
i kike the idea of an uncensored social media app but why no iphone app why is not there more advertising there also needs to be something more unique about it other than free speech	noHate	{'None', 'Jewish'}	gab
<user> true but gay people are still beaten and killed at a high rate lgbtq children are the largest group of homeless youth and gay people where some of the first killed during the holocaust being gay was also illegal but n this country until pretty recently	noHate	{'None'}	twitter
i need audition help i am auditioning for throughly modern millie on thursday and i need a good audition song for mrs meers or muzzy please thank u	noHate	{'None'}	twitter
kurotsuchi me fuck you you ugly asshole i hate you	noHate	{'None'}	twitter
<user> this administration never fails to keep their white trashy unprofessionalism from leaking out	noHate	{'None'}	twitter
0 u0 lmao wow fuck you too 😂 😂	noHate	{'None'}	twitter
i learned when white ppl hate you they really hate yo fuckin guts 😂 😂	noHate	{'None'}	twitter
there a special contingent of young white leftist women who seethe with contempt towards older women while ignoring poc just say you hate your mom and go	noHate	{'None', 'Other', 'Women'}	twitter
have been suspended four times by twitter always when content said something re moslems but truth also seeing that second largest shareholder is a moslem prince alwaleed bin talal bin abdulaziz alsaud not surprising so have drifted into gab ai for a better time and no moslem appeasement hope	noHate	{'None', 'Islam'}	gab
yeah i am neither jewish nor a homosexual but they love to call me a kike faggot i mute freely <happy>	noHate	{'None', 'Homosexual', 'Jewish'}	gab
<user> <user> <user> hell no you used americans tax payers money on illegal immigrants and now you want to claim a state of emergency you made this mess clean it up	noHate	{'None'}	twitter
i accidentally k worded choerry roach	noHate	{'None'}	twitter
u r such a fuckin hoe i love it u r such a fuckin hoe i love it u r such a fuckin hoe i love it ur boyfriend a dork mclovin	noHate	{'None'}	twitter
<user> <user> can i be the war queer and fight ppl we do not like	noHate	{'None', 'Women'}	twitter
<user> <user> thats a muslim brotherhood line in truth he was one of the most if not the most influential arabs of the 2 0 th century	noHate	{'None'}	twitter
